Character	Pinyin	Tone	Meaning	Story
羨	xiàn	4	envy	Envy sheep water commands sharply "Shyan!" - admire covet!
唯	wéi	2	soley	Soley mouth turkey questions "Way? Only?" curiously - merely exclusively!
堆	duī	1	pile	Pile soil turkey sings "Dway!" cheerfully - heap stack!
焦	jiāo	1	apprehensive	Apprehensive roast turkey sings "Jyao!" cheerfully - burnt anxious!
瞧	qiáo	2	lay eyes on	Lay eyes on eye roast turkey questions "Chyao? Look?" curiously - see!
礁	jiāo	1	reef	Reef stone roast turkey sings "Jyao!" cheerfully - rock shoal!
蕉	jiāo	1	banana	Banana flower roast turkey sings "Jyao!" cheerfully - tropical fruit!
雕	diāo	1	sculpture	Sculpture circumference turkey sings "Dyao!" cheerfully - carve statue!
截	jié	2	lop off	Lop off Thanksgiving turkey questions "Jyeh? Sever?" curiously - cut断!
准	zhǔn	3	allow	Allow water ten bends down drooping "Jwun" - permit approve!
雀	què	4	sparrow	Sparrow small bird commands sharply "Chyueh!" - peacock tiny bird!
霍	huò	4	all at once	All at once rain turkeys commands sharply "Hwoh!" - suddenly quickly!
奮	fèn	4	exert oneself	Exert oneself big field taskmaster commands sharply "Fun!" - strive excited!
奪	duó	2	take by force	Take by force big bird questions "Dwoh? Seize?" curiously - rob capture!
翹	qiào	4	turn upward	Turn upward feathers tall commands sharply "Chyao!" - stick up cut class!
塌	tā	1	fall down	Fall down soil sun wings sings "Tah!" cheerfully - collapse mess!
翰	hàn	4	writing brush	Writing brush mist umbrella wings commands sharply "Hahn!" - pen literary!
咽	yàn	4	throat	Throat mouth swallow commands sharply "Yahn!" - gullet pharynx!
姻	yīn	1	in-law	In-law woman dog kennel sings "Yin!" cheerfully - marriage relations!
廟	miào	4	temple	Temple cave dynasty commands sharply "Myao!" - shrine sanctuary!
廂	xiāng	1	side room	Side room cave one another sings "Shyahng!" cheerfully - chamber compartment!
嘛	ma	5	(pause marker)	Pause marker mouth hemp says "mah" neutrally - obvious indicator!
磨	mó	2	grind	Grind hemp stone questions "Mwo? Rub?" curiously - polish torment!
廈	shà	4	skyscraper	Skyscraper cave summer commands sharply "Shah!" - grand building!
廁	cè	4	toilet	Toilet cave then commands sharply "Tsuh!" - lavatory bathroom!
悟	wù	4	realize	Realize heart me commands sharply "Woo!" - awaken understand!
忠	zhōng	1	loyal	Loyal middle heart sings "Johng!" cheerfully - faithful devoted!
悼	dào	4	mourn	Mourn state of mind eminent commands sharply "Dao!" - grieve lament!
慎	shèn	4	prudent	Prudent heart true commands sharply "Shun!" - careful cautious!
恕	shù	4	pardon	Pardon like heart commands sharply "Shoo!" - forgive excuse!
悄	qiāo	1	noiseless	Noiseless heart whistle sings "Chyao!" cheerfully - quiet silent!
恍	huǎng	3	all of a sudden	All of a sudden state of mind ray bends down drooping "Hwahng" - abrupt!
惰	duò	4	indolent	Indolent heart left commands sharply "Dwoh!" - lazy sluggish!
恢	huī	1	immense	Immense heart ashes sings "Hway!" cheerfully - restore vast!
恆	héng	2	permanent	Permanent heart span questions "Hung? Lasting?" curiously - constant eternal!
慕	mù	4	admire	Admire graveyard heart commands sharply "Moo!" - long for respect!
恰	qià	4	just right	Just right heart fit commands sharply "Chyah!" - appropriate exactly!
惶	huáng	2	fearful	Fearful heart emperor questions "Hwahng? Anxious?" curiously - uneasy!
愉	yú	2	overjoyed	Overjoyed heart explain questions "Yoo? Happy?" curiously - pleased cheerful!
愈	yù	4	more and more	More and more heart climb commands sharply "Yoo!" - increasingly recover!
惑	huò	4	be bewildered	Be bewildered state of mind confused commands sharply "Hwoh!" - perplexed!
怔	zhèng	4	terror-stricken	Terror-stricken heart correct commands sharply "Jung!" - shocked!
怖	bù	4	be scared of	Be scared of heart linen commands sharply "Boo!" - fear dread!
添	tiān	1	augment	Augment water heart sings "Tyan!" cheerfully - add increase trouble!
悔	huǐ	3	be sorry about	Be sorry about heart every bends down drooping "Hway" - regret remorse!
慌	huāng	1	nervous	Nervous heart wasteland sings "Hwahng!" cheerfully - flurried alarmed!
悅	yuè	4	delighted	Delighted state of mind devil commands sharply "Yueh!" - pleased elated!
憎	zēng	1	loathe	Loathe heart once sings "Dzung!" cheerfully - detest hate!
忌	jì	4	shun	Shun self heart commands sharply "Jee!" - taboo avoid!
惟	wéi	2	thinking	Thinking state of mind turkey questions "Way? Pondering?" curiously - only consider!
懼	jù	4	be frightened	Be frightened heart tool commands sharply "Jyoo!" - afraid terrified!
患	huàn	4	troubles	Troubles string heart commands sharply "Hwahn!" - worry calamity injury!
惹	rě	3	provoke	Provoke flowers heart bends down drooping "Ruh" - irritate stir up!
恩	ēn	1	kindness	Kindness cause heart sings "Un!" cheerfully - grace favor!
憶	yì	4	recall	Recall heart thought commands sharply "Yee!" - remember reminisce!
媳	xí	2	daughter-in-law	Daughter-in-law woman breath questions "Shee? Bride?" curiously - son's wife!
熄	xī	1	put out	Put out fire breath sings "Shee!" cheerfully - extinguish quench!
瑟	sè	4	Chinese harp	Chinese harp jewel must commands sharply "Suh!" - lute zither!
泌	mì	4	secrete	Secrete water certainly commands sharply "Mee!" - discharge exude!
蜜	mì	4	honey	Honey insect certainly commands sharply "Mee!" - sweet nectar!
摩	mó	2	rub	Rub hemp hand questions "Mwo? Massage?" curiously - touch stroke!
蛾	é	2	moth	Moth insect miser questions "Uh? Night flier?" curiously - winged insect!
扒	bā	1	pick pockets	Pick pockets hand eight sings "Bah!" cheerfully - steal thief!
扣	kòu	4	button	Button hand mouth commands sharply "Koh!" - fasten spike!
捐	juān	1	contribute	Contribute hand bored sings "Jwan!" cheerfully - donate give!
拍	pāi	1	racquet	Racquet hand white sings "Pigh!" cheerfully - pat paddle!
啪	pā	1	clapping sound	Clapping sound mouth racket sings "Pah!" cheerfully - smack crack!
損	sǔn	3	damage	Damage hand employee bends down drooping "Swun" - harm injure!
扛	káng	1	carry over the shoulder	Carry over the shoulder hand labor sings "Kahng!" cheerfully - shoulder lift!
扎	zhā	1	prick	Prick hand ten sings "Jah!" cheerfully - stab pierce struggle!
拇	mǔ	3	thumb	Thumb fingers mother bends down drooping "Moo" - big finger!
拘	jū	1	detain	Detain fingers sentence sings "Jyoo!" cheerfully - arrest confine!
抄	chāo	1	copy	Copy hand few sings "Chao!" cheerfully - transcribe surround!
拓	tà	4	pioneer	Pioneer hand stone commands sharply "Tah!" - develop expand!
捏	niē	1	pinch	Pinch hand crotch sings "Nyeh!" cheerfully - squeeze coy!
撓	náo	2	chafe	Chafe fingers pigpen questions "Nao? Scratch?" curiously - irritate!
抹	mǒ	3	smear on	Smear on hand end bends down drooping "Mwoh" - wipe apply poison!
描	miáo	2	describe	Describe hand seedling questions "Myao? Draw?" curiously - sketch scan!
摸	mō	1	grope	Grope hand graveyard sings "Mwo!" cheerfully - feel touch!
挑	tiāo	1	foment	Foment hand tall sings "Tyao!" cheerfully - provoke carry!
拴	shuān	1	tether	Tether fingers whole sings "Shwahn!" cheerfully - tie fasten!
拾	shí	2	tidy up	Tidy up hand together questions "Shir? Collect?" curiously - pick up!
搭	dā	1	put up	Put up hand fit sings "Dah!" cheerfully - erect tent build!
掠	lüè	4	pillage	Pillage fingers capital commands sharply "Lyueh!" - plunder seize!
捨	shě	3	abandon	Abandon hand abode bends down drooping "Shuh" - give up discard!
拭	shì	4	wipe away	Wipe away fingers style commands sharply "Shir!" - clean dry!
扯	chě	3	yank	Yank hand halt bends down drooping "Chuh" - pull tear!
拖	tuō	1	drag	Drag hand table sings "Twoh!" cheerfully - pull burden children!
揚	yáng	2	publicize	Publicize fingers piggy bank questions "Yahng? Spread?" curiously - raise scatter ashes!
搞	gǎo	3	engage in	Engage in hand high bends down drooping "Gao" - do make mess!
撞	zhuàng	4	bump into	Bump into hand child commands sharply "Jwahng!" - collide crash!
摘	zhāi	1	handpick	Handpick hand suitable sings "Jigh!" cheerfully - pluck select!
捆	kǔn	3	lash together	Lash together fingers trapped bends down drooping "Kwun" - tie bundle fasten!
撼	hàn	4	joggle	Joggle fingers feel commands sharply "Hahn!" - shake move!
擾	rǎo	3	harass	Harass hand trouble bends down drooping "Rao" - disturb bother!
擅	shàn	4	act without authority	Act without authority hand list commands sharply "Shahn!" - unauthorized!
壇	tán	2	altar	Altar dirt cloud questions "Tahn? Sacred?" curiously - platform!
顫	chàn	4	tremble	Tremble Mr. Hyde head commands sharply "Chahn!" - shake quiver!
莽	mǎng	3	rude	Rude flowers chihuahua two hands bends down drooping "Mahng" - impetuous rough!
戒	jiè	4	take precautions against	Take precautions against two hands commands sharply "Jyeh!" - guard warning!
械	xiè	4	weapon	Weapon tree precautions commands sharply "Shyeh!" - instrument arms!
誡	jiè	4	warn	Warn words take precautions commands sharply "Jyeh!" - admonish caution!
奔	bēn	1	dash	Dash big three sings "Bun!" cheerfully - run rush!
噴	pēn	1	spurt	Spurt mouth local-yokel chowder sings "Pun!" cheerfully - spray shit!
墳	fén	2	tomb	Tomb soil local-yokel chowder questions "Fen? Grave?" curiously - burial mound!
憤	fèn	4	indignation	Indignation heart mound commands sharply "Fun!" - anger resentment!
材	cái	2	stuff	Stuff tree timber questions "Tsigh? Material?" curiously - wood substance!
孕	yùn	4	pregnant	Pregnant child center commands sharply "Yoon!" - expecting baby!
扔	rēng	1	throw away	Throw away hand still sings "Rung!" cheerfully - toss discard!
圾	jī	1	trash	Trash dirt urgent sings "Jee!" cheerfully - garbage rubbish!
叉	chā	1	fork	Fork again split sings "Chah!" cheerfully - prong cross!
桑	sāng	1	mulberry tree	Mulberry tree three crotches tree sings "Sahng!" cheerfully - silkworm food!
嗓	sǎng	3	voicebox	Voicebox mouth mulberry tree bends down drooping "Sahng" - throat voice!
寇	kòu	4	outlaw	Outlaw finish magic wand crotch commands sharply "Koh!" - bandit raider!
敲	qiāo	1	knock	Knock tall taskmaster sings "Chyao!" cheerfully - rap strike!
灌	guàn	4	pour into	Pour into water stork commands sharply "Gwahn!" - fill administer medicine!
權	quán	2	authority	Authority tree stork questions "Chyuan? Power?" curiously - right jurisdiction!
毅	yì	4	resolute	Resolute standing up sow missile commands sharply "Yee!" - determined dedicated!
肢	zhī	1	limb	Limb body branch sings "Jir!" cheerfully - arm leg extremity!
妓	jì	4	prostitute	Prostitute woman branch commands sharply "Jee!" - courtesan!
歧	qí	2	fork in the road	Fork in the road stop branch questions "Chee? Diverge?" curiously - crossroads Qishan!
翅	chì	4	fins	Fins feathers branch commands sharply "Chir!" - wings!
淑	shū	2	graceful	Graceful water reach questions "Shoo? Refined lady?" curiously - virtuous elegant!
椒	jiāo	1	spice plant	Spice plant tree roast turkey sings "Jyao!" cheerfully - peppery seasoning!
后	hòu	4	queen	Queen drag ceiling mouth commands sharply "Hoh!" - sovereign empress!
盾	dùn	4	shield	Shield ten eye commands sharply "Dwun!" - defense protection!
販	fàn	4	peddler	Peddler shell against commands sharply "Fahn!" - vendor merchant!
扳	bān	1	tug	Tug fingers against sings "Bahn!" cheerfully - pull wrench!
覓	mì	4	try to find	Try to find vulture see commands sharply "Mee!" - search seek!
妥	tuǒ	3	appropriate	Appropriate vulture woman bends down drooping "Twoh" - fitting settled!
睬	cǎi	3	notice	Notice eyeball pluck bends down drooping "Tsigh" - pay attention heed!
允	yǔn	3	consent	Consent elbow bends down drooping "Yoon" - permit agree!
勾	gòu	4	cross out	Cross out bound up elbow commands sharply "Goh!" - hook seduce!
晉	jìn	4	promote	Promote ceiling two elbows floor sun commands sharply "Jin!" - advance!
宏	hóng	2	magnificent	Magnificent house by one's side elbow questions "Hohng? Grand?" curiously - imposing!
胎	tāi	1	fetus	Fetus body platform sings "Tigh!" cheerfully - embryo tire!
冶	yě	3	smelt	Smelt ice platform bends down drooping "Yeh" - refine metal!
颱	tái	2	typhoon	Typhoon wind platform questions "Tigh? Storm?" curiously - hurricane!
怠	dài	4	negligent	Negligent platform heart commands sharply "Digh!" - lazy careless!
抬	tái	2	elevate	Elevate hand platform questions "Tigh? Lift?" curiously - raise carry!
丟	diū	1	mislay	Mislay gone sings "Dyoh!" cheerfully - lose drop!
臺	tái	2	Taiwan	Taiwan platform至 questions "Tigh? Isle?" curiously - stage!
致	zhì	4	bring about	Bring about cause commands sharply "Jir!" - result deliver!
撤	chè	4	remove	Remove hand bring about commands sharply "Chuh!" - withdraw evacuate!
硫	liú	2	sulfur	Sulfur stone flow questions "Lyoh? Element?" curiously - brimstone acid!
琉	liú	2	glaze	Glaze king Baby Moses questions "Lyoh? Glassy?" curiously - colored glass!
疏	shū	1	sparse	Sparse sickness dredge sings "Shoo!" cheerfully - thin scattered!
蔬	shū	1	veggies	Veggies flowers sparse sings "Shoo!" cheerfully - vegetables greens!
崩	bēng	1	crumble	Crumble mountain friend sings "Bung!" cheerfully - collapse fall apart!
岩	yán	2	rock	Rock mountain stone questions "Yahn? Boulder?" curiously - crag!
崎	qí	2	rugged	Rugged mountain strange questions "Chee? Terrain?" curiously - uneven!
崖	yá	2	cliff	Cliff mountain tooth questions "Yah? Precipice?" curiously - steep drop!
炭	tàn	4	charcoal	Charcoal mountain ashes commands sharply "Tahn!" - coal fuel suffering!
碳	tàn	4	carbon	Carbon stone charcoal commands sharply "Tahn!" - element material!
盼	pàn	4	await hopefully	Await hopefully part eyes commands sharply "Pahn!" - look forward expect!
頒	bān	1	promulgate	Promulgate part head sings "Bahn!" cheerfully - issue award announce!
芬	fēn	1	essence	Essence flowers divide sings "Fen!" cheerfully - fragrance aroma!
扮	bàn	4	play the part of	Play the part of hand divide commands sharply "Bahn!" - dress up act!
岔	chà	4	diverge	Diverge mountain divide commands sharply "Chah!" - branch interrupt!
頌	sòng	4	extol	Extol public head commands sharply "Sohng!" - praise hymn!
訟	sòng	4	litigate	Litigate words public commands sharply "Sohng!" - lawsuit sue!
翁	wēng	1	elderly man	Elderly man public feathers sings "Wung!" cheerfully - old gentleman!
裕	yù	4	abundant	Abundant cloak valley commands sharply "Yoo!" - plentiful prosperous!
榕	róng	2	banyan	Banyan tree contain questions "Rohng? Epiphyte?" curiously - fig tree!
賞	shǎng	3	prize	Prize esteem shellfish bends down drooping "Shahng" - reward appreciate!
嘗	cháng	2	attempt	Attempt outhouse purpose questions "Chahng? Try?" curiously - not necessarily!
嚐	cháng	2	taste	Taste mouth try questions "Chahng? Sample?" curiously - savor!
掌	zhǎng	3	palm of the hand	Palm of the hand esteem hand bends down drooping "Jahng" - control grasp!
擋	dǎng	3	fend off	Fend off hand esteem bends down drooping "Dahng" - block prevent!
膛	táng	2	chest	Chest body hall questions "Tahng? Torso?" curiously - thorax cavity!
頗	pō	1	quite	Quite covering head sings "Pwoh!" cheerfully - rather considerably!
坡	pō	1	slope	Slope soil covering sings "Pwoh!" cheerfully - incline hillside!
披	pī	1	drape over the shoulders	Drape over the shoulders hand skin sings "Pee!" cheerfully - wear cloak!
彼	bǐ	3	the other	The other skin stop bends down drooping "Bee" - that one another!
皺	zhòu	4	wrinkles	Wrinkles hay bales covering commands sharply "Joh!" - creases furrows!
雛	chú	2	chick	Chick hay bales turkey questions "Choo? Baby bird?" curiously - fledgling!
趨	qū	1	hasten	Hasten walk hay bales sings "Chyoo!" cheerfully - hurry tend toward!
菠	bō	1	spinach	Spinach flowers waves sings "Bwo!" cheerfully - green vegetable tofu!
殖	zhí	2	breed	Breed bones straight questions "Jir? Multiply?" curiously - cultivate pearls!
殊	shū	1	dissimilar	Dissimilar bones vermillion sings "Shoo!" cheerfully - different special!
殘	cán	2	incomplete	Incomplete bones destroy questions "Tsahn? Damaged?" curiously - mutilated!
咧	lie	5	grin	Grin mouth line up says "lyeh" neutrally - smile broadly!
裂	liè	4	crack	Crack clothing grin commands sharply "Lyeh!" - split fracture!
耿	gěng	3	dedicated	Dedicated ear fire bends down drooping "Gung" - loyal upright!
恥	chǐ	3	shame	Shame ear heart bends down drooping "Chir" - disgrace embarrassment!
輯	jí	2	edit	Edit car collect questions "Jee? Compile?" curiously - assemble!
攝	shè	4	take a photo	Take a photo hand ears commands sharply "Shuh!" - photograph capture!
娶	qǔ	3	take a wife	Take a wife take woman bends down drooping "Chyoo" - marry bride!
扶	fú	2	lend a hand	Lend a hand hand husband questions "Foo? Support?" curiously - help assist!
熙	xī	1	splendid	Splendid underling mouth snakeskin cooking fire sings "Shee!" cheerfully - prosperous!
腎	shèn	4	kidneys	Kidneys body minister commands sharply "Shun!" - renal organs!
募	mù	4	recruit	Recruit graveyard power commands sharply "Moo!" - enlist gather!
脅	xié	2	threaten	Threaten body strength questions "Shyeh? Coerce?" curiously - intimidate threat!
劣	liè	4	inferior	Inferior few power commands sharply "Lyeh!" - poor quality stubborn!
勳	xūn	1	merit	Merit thousand black muscles sings "Shyoon!" cheerfully - achievement honor!
勸	quàn	4	advise	Advise again power commands sharply "Chyuan!" - urge persuade!
劫	jié	2	plunder	Plunder go muscle questions "Jyeh? Rob?" curiously - loot sack!
怒	nù	4	anger	Anger slave heart commands sharply "Noo!" - rage fury!
茄	jiā	1	eggplant	Eggplant flowers add sings "Jyah!" cheerfully - purple vegetable!
彷	fǎng	3	seemingly	Seemingly go direction bends down drooping "Fahng" - as if appears!
征	zhēng	1	go on an expedition	Go on an expedition go correct sings "Jung!" cheerfully - command and conquer!
徒	tú	2	follower	Follower go walk questions "Too? Disciple?" curiously - apprentice vain!
徊	huái	2	undecided	Undecided go return questions "Hwigh? Wander?" curiously - hesitate!
徵	zhēng	1	solicit	Solicit go mountain sings "Jung!" cheerfully - summon levy!
懲	chéng	2	chasten	Chasten solicit heart questions "Chung? Punish?" curiously - discipline!
循	xún	2	comply with	Comply with queue shield questions "Shyoon? Follow?" curiously - abide custom!
徹	chè	4	thorough	Thorough go bring about commands sharply "Chuh!" - complete penetrating!
役	yì	4	service	Service go halberd commands sharply "Yee!" - duty labor campaign!
衍	yǎn	3	develop	Develop boulevard water bends down drooping "Yahn" - spread procreate!
衡	héng	2	weight	Weight boulevard St. bernard fish questions "Hung? Balance?" curiously - measure equilibrium!
銜	xián	2	title	Title metal boulevard questions "Shyan? Rank?" curiously - hold in mouth!
禿	tū	1	bald	Bald wild rice human legs sings "Too!" cheerfully - hairless!
頹	tuí	2	decrepit	Decrepit bald head questions "Tway? Decayed?" curiously - dilapidated!
秒	miǎo	3	seconds	Seconds wheat few bends down drooping "Myao" - moment time unit!
稍	shāo	1	a little	A little wheat whistle sings "Shao!" cheerfully - slightly somewhat!
穌	sū	1	rise again	Rise again fish wild rice sings "Soo!" cheerfully - Jesus resurrect!
蘇	sū	1	revive	Revive flowers fish sings "Soo!" cheerfully - recover awaken!
萎	wēi	1	wilt	Wilt flowers committee sings "Way!" cheerfully - droop shrivel!
黏	nián	2	sticky	Sticky rumpelbrella tell fortunes questions "Nyan? Adhesive?" curiously - gluey!
黎	lí	2	host	Host rumpelbrella bound up eyedropper questions "Lee? Masses?" curiously - multitude people!
漆	qī	1	wall paint	Wall paint water Baron von Rumpelbrella sings "Chee!" cheerfully - lacquer paintball!
膝	xī	1	knees	Knees flesh Baron von Rumpelbrella sings "Shee!" cheerfully - leg joints!
稠	chóu	2	dense	Dense wild rice lap questions "Choh? Thick?" curiously - concentrated!
稿	gǎo	3	draft	Draft wild rice high bends down drooping "Gao" - manuscript rough copy!
穎	yǐng	3	clever	Clever spoon wild rice head bends down drooping "Ying" - bright novel!
稅	shuì	4	tax	Tax wild rice exchange commands sharply "Shway!" - levy duty!
稼	jià	4	crops	Crops wild rice house commands sharply "Jyah!" - grain plants!
菌	jūn	1	fungus	Fungus flowers army sings "Jyoon!" cheerfully - bacteria mold!
稚	zhì	4	immature	Immature wild rice young commands sharply "Jir!" - childish naive!
穫	huò	4	harvest	Harvest wild rice bird of paradise commands sharply "Hwoh!" - reap gather!
私	sī	1	private	Private wheat elbow sings "Suh!" cheerfully - personal secret!
秩	zhì	4	order	Order wild rice lose commands sharply "Jir!" - in sequence peace!
殼	ké	2	shell	Shell soldier crown one wind missile questions "Kuh? Husk?" curiously - casing!
穀	gǔ	3	cereal	Cereal soldier crown one wild rice missile bends down drooping "Goo" - grain!
鍬	qiāo	1	shovel	Shovel metal autumn sings "Chyao!" cheerfully - digging spade!
揪	jiū	1	hold tight	Hold tight fingers autumn sings "Jyoh!" cheerfully - grasp collar!
梨	lí	2	pear	Pear tree profit questions "Lee? Fruit?" curiously - sweet juicy!
犁	lí	2	plow	Plow profit cow questions "Lee? Till?" curiously - farming hoe!
曆	lì	4	calendar	Calendar cliff sun commands sharply "Lee!" - dates schedule!
糕	gāo	1	cake	Cake rice high sings "Gao!" cheerfully - pastry dessert!
糊	hú	2	batter	Batter rice old questions "Hoo? Mix?" curiously - paste unclear!
粘	nián	2	glue	Glue rice fortune-telling questions "Nyan? Stick?" curiously - adhesive bean buns!
糧	liáng	2	provisions	Provisions rice good questions "Lyahng? Food?" curiously - cereals!
菊	jú	2	chrysanthemum	Chrysanthemum flower bound up rice questions "Jyoo? Bloom?" curiously - autumn flower!
糙	cāo	1	rough	Rough rice create sings "Tsao!" cheerfully - coarse shingles!
粒	lì	4	grain	Grain rice stand commands sharply "Lee!" - particle seed!
燦	càn	4	brilliant	Brilliant fire magic wand evening crotch rice commands sharply "Tsahn!" - radiant!
粉	fěn	3	powder	Powder rice divide bends down drooping "Fun" - dust cosmetic!
瞇	mī	1	squint	Squint eye rice sings "Mee!" cheerfully - narrow eyes!
幣	bì	4	currency	Currency towel Shredder commands sharply "Bee!" - money funds!
斃	bì	4	die a violent death	Die a violent death Shredder death commands sharply "Bee!" - execute kill!
蔽	bì	4	shelter	Shelter flowers execute commands sharply "Bee!" - cover conceal!
撇	piē	1	cast aside	Cast aside hand separate sings "Pyeh!" cheerfully - abandon left-handed!
弊	bì	4	fraud	Fraud Shredder towel commands sharply "Bee!" - corruption abuse!
筍	sǔn	3	bamboo shoot	Bamboo shoot bamboo ten days bends down drooping "Swun" - edible sprout!
筒	tǒng	3	tube	Tube bamboo same bends down drooping "Tohng" - cylinder pipe!
築	zhú	2	construct	Construct bamboo I-beam ordinary tree questions "Joo? Build?" curiously - erect!
笨	bèn	4	stupid	Stupid bamboo root commands sharply "Bun!" - dumb clumsy!
箭	jiàn	4	arrow	Arrow bamboo in front commands sharply "Jyan!" - projectile shoot!
筋	jīn	1	tendon	Tendon bamboo muscle sings "Jin!" cheerfully - sinew tissue!
伍	wǔ	3	V	V person five bends down drooping "Woo" - squad troops!
仇	chóu	2	animosity	Animosity person nine questions "Choh? Enmity?" curiously - hatred revenge!
倡	chàng	4	start	Start person prosperous commands sharply "Chahng!" - commence initiate!
伯	bó	2	father's older brother	Father's older brother person white questions "Bwo? Uncle?" curiously - paternal elder!
仲	zhòng	4	mid—	Mid— person middle commands sharply "Johng!" - second intermediate!
估	gū	1	estimate	Estimate person ancient sings "Goo!" cheerfully - appraise predict!
偵	zhēn	1	detect	Detect person chaste sings "Jun!" cheerfully - investigate spy!
俱	jù	4	altogether	Altogether person tool commands sharply "Jyoo!" - entirely born with!
側	cè	4	lateral	Lateral person rule commands sharply "Tsuh!" - side flank!
佑	yòu	4	bless	Bless person right commands sharply "Yoh!" - protect divine favor Heaven bless Japan!
佐	zuǒ	3	assistant	Assistant person left bends down drooping "Dzwoh" - aide Sasuke!
仔	zǐ	3	meticulous	Meticulous person child bends down drooping "Dzir" - careful detailed!
俏	qiào	4	comely	Comely person candle commands sharply "Chyao!" - pretty attractive!
倘	tǎng	3	if	If person esteem bends down drooping "Tahng" - suppose in case!
倚	yǐ	3	count on	Count on person strange bends down drooping "Yee" - rely lean on impartial!
佳	jiā	1	superb	Superb person turkey sings "Jyah!" cheerfully - excellent fine!
侍	shì	4	serve	Serve person buddhist temple commands sharply "Shir!" - attend wait on!
伙	huǒ	3	mate	Mate person fire bends down drooping "Hwoh" - partner companion!
宿	sù	4	stay overnight	Stay overnight house hundred Chinese inches commands sharply "Soo!" - lodge reside!
伏	fú	2	bend over	Bend over person dog questions "Foo? Prostrate?" curiously - lie down!
袱	fú	2	wrapping cloth	Wrapping cloth clothing bend over questions "Foo? Bundle?" curiously - package!
偷	tōu	1	steal	Steal person lose sings "Toh!" cheerfully - rob pilfer!
伐	fá	2	fell	Fell person fiesta questions "Fah? Cut tree?" curiously - chop attack!
佩	pèi	4	wear at the waist	Wear at the waist person esteem commands sharply "Pay!" - adorn admire!
佈	bù	4	announce	Announce person towel commands sharply "Boo!" - proclaim spread!
僑	qiáo	2	live abroad	Live abroad person angel questions "Chyao? Expatriate?" curiously - overseas!
億	yì	4	one hundred million	One hundred million person thought commands sharply "Yee!" - huge number!
傾	qīng	1	incline	Incline person head sings "Ching!" cheerfully - lean pour!
侮	wǔ	3	insult	Insult person mother bends down drooping "Woo" - humiliate offend!
倍	bèi	4	times-multiplier	Times-multiplier person muzzle commands sharply "Bay!" - double fold!
仿	fǎng	3	mimic	Mimic person direction bends down drooping "Fahng" - imitate copy!
傲	ào	4	haughty	Haughty person proud commands sharply "Ao!" - arrogant disdainful!
僧	sēng	1	Buddhist monk	Buddhist monk person increase sings "Sung!" cheerfully - monk too many monks not enough porridge!
悠	yōu	1	without haste	Without haste heart walking stick sings "Yoh!" cheerfully - leisurely unhurried!
俄	é	2	Russia	Russia person ego questions "Uh? Soviet?" curiously - Slavic nation!
儀	yí	2	rite	Rite person righteousness questions "Yee? Ceremony?" curiously - ritual Lan Jingyi!
侄	zhí	2	nephew	Nephew person reaching out questions "Jir? Brother's son?" curiously - crazy since childhood!
仙	xiān	1	immortal	Immortal person mountain sings "Shyan!" cheerfully - celestial divine being!
俗	sú	2	custom	Custom person valley questions "Soo? Tradition?" curiously - folk practice!
償	cháng	2	repay	Repay person esteem questions "Chahng? Compensate?" curiously - repay with death!
臥	wò	4	for sleeping	For sleeping lying down commands sharply "Woh!" - recline bedroom!
傍	páng	2	close to	Close to person compass questions "Pahng? Near?" curiously - nightfall!
俺	ǎn	3	we (exclusive)	We exclusive person hang glider bends down drooping "Ahn" - I northern dialect!
淹	yān	1	inundate	Inundate water hang glider sings "Yan!" cheerfully - flood drown!
掩	yǎn	3	conceal	Conceal fingers hang glider bends down drooping "Yahn" - cover hide protect!
催	cuī	1	prod	Prod person cliff sings "Tsway!" cheerfully - urge hasten!
摧	cuī	1	wreck	Wreck fingers pterodactyl sings "Tsway!" cheerfully - destroy demolish!
攜	xié	2	take along	Take along wreck hood animal legs mouth questions "Shyeh? Bring?" curiously - carry!
符	fú	2	symbol	Symbol bamboo payment questions "Foo? Sign?" curiously - talisman token!
貸	dài	4	loan	Loan substitute for shells commands sharply "Digh!" - lend borrow!
荷	hé	2	Holland	Holland flowers what questions "Huh? Lotus?" curiously - Netherlands carry!
仗	zhàng	4	battle	Battle person ten commands sharply "Jahng!" - fight war!
杖	zhàng	4	cane	Cane tree 100 Chinese inches commands sharply "Jahng!" - walking stick staff!
夾	jiā	1	press from both sides	Press from both sides two people one sings "Jyah!" cheerfully - squeeze pinch!
俠	xiá	2	chivalrous person	Chivalrous person press both sides questions "Shyah? Hero?" curiously - knight warrior!
頰	jiá	2	cheek	Cheek press from both sides head questions "Jyah? Face?" curiously - twisted face flowing!
狹	xiá	2	narrow	Narrow pack of wild dogs press both sides questions "Shyah? Tight?" curiously - confined!
挾	xié	2	coerce	Coerce hand press both sides questions "Shyeh? Force?" curiously - compel threaten!
峽	xiá	2	gorge	Gorge mountain press both sides questions "Shyah? Canyon?" curiously - ravine valley!
傘	sǎn	3	umbrella	Umbrella person people bends down drooping "Sahn" - rain cover parasol!
聚	jù	4	assemble	Assemble take ear commands sharply "Jyoo!" - gather superheroes unite!
挫	cuò	4	frustrate	Frustrate fingers sit commands sharply "Tswoh!" - thwart defeat destroy bones!
劍	jiàn	4	saber	Saber assemble sword commands sharply "Jyan!" - blade weapon!
斂	liǎn	3	restrain	Restrain debate taskmaster bends down drooping "Lyan" - control tighten collect!
